title_ru,alt_names,anime_id,status,type,year,age_rating,genres,source,studio,director,dubbing,site_rating,site_votes,site_views,url
Инцидент Дарвина,"['Darwin Jihen ', ' Darwin’s Incident ', ' The Darwin Incident ', ' Інцидент Дарвіна ', ' ダーウィン事変']",12644,вышел,Сериал,2026,PG-13,"['Сёнэн ', ' Фантастика ', ' Психология']",Манга,['Bellnox Films'],['Накаяма Кацуити'],"['AniMaunt ', ' DWMutsuko ', ' Air ', ' Amber ', ' AniStar ', ' AnimeVost ', ' РуАниме / DEEP ', ' AniStar & DEEP']",7.52,347,416,https://old.yummyani.me/catalog/item/incident-darvina
Волшебная девочка-кошка Таруто,"['Magical Meow Meow Taruto ', ' Magical Nyan Nyan Taruto ', ' Mahô shôjo neko Taruto ', ' Mahou Shoujo Neko Taruto ', ' MNNT ', ' Чарівна дівчинка-кішка Таруто ', ' 魔法少女猫[まじかる にゃん にゃん]たると']",6161,вышел,Сериал,2001,G,['Комедия'],Манга,"['Madhouse ', ' TNK']",['Сунага Цукаса'],['Sakura Soul'],5.95,22,6,https://old.yummyani.me/catalog/item/volshebnaya-devochka-koshka-taruto
Детектив Конан: Алая пуля — Фильм 24,"['Detective Conan Movie 24: The Scarlet Bullet ', ' Meitantei Conan Movie 24: Hiiro no Dangan ', ' Meitantei Conan: Hiiro no Dangan ', ' Детектив Конан 24: Багряна куля ', ' Детектив Конан: Алая пуля ', ' 名探偵コナン 緋色の弾丸']",4947,вышел,Полнометражный фильм,2021,PG-13,"['Сёнэн ', ' Детектив ', ' Драма ', ' Комедия ', ' Экшен ', ' Полицейские']",Манга,['TMS Entertainment'],['Нагаока Тика'],"['AniStar ', ' Persona99']",7.65,20,7,https://old.yummyani.me/catalog/item/detektiv-konan-24-alaya-pulya
Сказание о Яблочной стране,"['Apfelland monogatari ', ' Applefield Monogatari ', ' Appleland Monogatari ', ' Appleland Story ', ' Сказання про Яблучну країну ', ' アップフェルラント物語']",9193,вышел,OVA,1992,PG-13,"['Драма ', ' Приключения ', ' Исторический']",книга,['J.C.Staff'],['Юяма Кунихико'],['SHIZA Project'],6.14,7,3,https://old.yummyani.me/catalog/item/skazanie-o-yablochnoy-strane
Цепные хроники OVA,"['Chain Chronicle: Short Animation ', ' Ланцюгові хроніки OVA ', ' チェインクロニクル ~ショートアニメ~']",8969,вышел,OVA,2014,PG-13,"['Сёнэн ', ' Приключения ', ' Фэнтези ', ' Экшен']",Видеоигра,['Jumonji'],['Мори Такэси'],"['SHIZA Project ', ' Акварелька ', ' Pandora ', ' Mamoru']",6.08,36,18,https://old.yummyani.me/catalog/item/cepnye-hroniki-ova
Магическая революция,"['Tensei Oujo to Tensai Reijou no Mahou Kakumei ', ' Tenten Kakumei ', ' The Magical Revolution of the Reincarnated Princess and the Genius Young Lady ', ' Магическая революция перерождённой принцессы и гениальной юной леди ', ' Магічна революція ', ' 転生王女と天才令嬢の魔法革命']",4681,вышел,Сериал,2023,PG-13,"['Сёдзё-ай ', ' Драма ', ' Комедия ', ' Приключения ', ' Фэнтези ', ' Магия ', ' Исэкай']",Ранобэ,['Diomedea'],['Тамаки Синго'],"['AniDUB ', ' AniDorFilm & AniDub Online ', ' AniStar ', ' AniStar Многоголосый ', ' AnimeVost ', ' Brees Club']",7.47,621,119,https://old.yummyani.me/catalog/item/magicheskaya-revolyuciya
Школяры-цензоры,"['Ace Censorate ', ' Wang pai yu shi ', ' Wangpai Yushi ', ' Лучший цензор ', ' Школярі-цензори ', ' 王牌御史']",9932,вышел,ONA,2014,PG-13,"['Сёнэн ', ' Комедия ', ' Фэнтези ', ' Школьная жизнь ', ' Сверхъестественное']",Маньхуа,['Haoliners Animation League'],['Kawara Lingxu'],['AniDUB'],6.24,25,8,https://old.yummyani.me/catalog/item/shkolyary-cenzory
О моём перерождении в слизь: Алые узы,"['Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen ', ' TenSura ', ' That Time I Got Reincarnated as a Slime Movie ', ' That Time I Got Reincarnated as a Slime: The Movie - Scarlet Bond ', ' Про моє переродження у слиз: Багряні узи ', ' 劇場版 転生したらスライムだった件 紅蓮の絆編']",10204,вышел,Полнометражный фильм,2022,PG-13,"['Сёнэн ', ' Комедия ', ' Приключения ', ' Фэнтези ', ' Демоны ', ' Экшен ', ' Полулюди ', ' Исэкай']",Ранобэ,['8bit'],['Кикути Ясухито'],"['OBELISK Project ', ' Difar ', ' Hans ', ' Skilitronik ', ' Purple king ', ' Aneurin ', ' Po! ', ' Nikyukoru ', ' Lexa ', ' Шу ', ' SAMI ', ' Эми ', ' Crunchyroll ', ' AniBaza ', ' AniDUB ', ' AniLibria ', ' AniStar ', ' AniStar Многоголосый ', ' FumoDub ', ' HaronMedia ', ' TVShows ', ' РуАниме / DEEP ', ' AniStar [DEEP] ', ' AniStar & DEEP']",8.31,1636,192,https://old.yummyani.me/catalog/item/o-moem-pererozhdenii-v-sliz-film
Музыкальная школа звёзд 3,"['High School Star Musical 3rd Season ', ' Koukou Hoshi Kageki 3rd Season ', ' Starmu ', ' Starmyu 3rd Season ', ' STARMYU Season 3 ', ' Музична школа зірок 3 ', ' 高校星歌劇[スタミュ] 3rdシーズン']",8907,вышел,Сериал,2019,PG-13,"['Музыка ', ' Повседневность ', ' Школьная жизнь']",оригинальная идея,['C-Station'],['Тада Сюнсукэ'],['AnimeVost'],5.69,13,3,https://old.yummyani.me/catalog/item/muzykalnaya-shkola-zvezd-3
Фи Брейн: Божественная головоломка 3,"['Phi Brain: Kami no Puzzle - Shukuteki! Ratsel-hen ', ' Phi Brain: Kami no Puzzle 3rd Season ', ' Phi Brain: Kami no Puzzle Dai 3 ', ' Phi Brain: Kami no Puzzle Third Season ', ' Phi Brain: Puzzle of God ', ' Phi Brain: Puzzle of God - Nemesis! Raetsel-hen ', ' Phi Brain: Puzzle of God 3 ', ' Фи Брейн: Загадка Бога 3 ', ' Фі Брейн: Божественна головоломка 3 ', ' ファイ・ブレイン 〜神のパズル 宿敵！レイツェル編']",8286,вышел,Сериал,2013,PG-13,"['Сёнэн ', ' Детектив ', ' Приключения ', ' Экшен ', ' Игры']",оригинальная идея,['Sunrise'],['Эндо Хиротака'],"['AniDUB ', ' AniFilm ', ' Get Smart Group ', ' Persona99 ', ' SHIZA Project']",7.32,37,10,https://old.yummyani.me/catalog/item/fi-breyn-bozhestvennaya-golovolomka-3
Нинку: Спецвыпуск,"['Ninku: Knife no Bohyou ', ' Ninkuu: Knife no Bohyou ', ' Кинку OVA ', ' Нинку: Нож ', ' Нінку: Спецвипуск']",11451,вышел,Спешл,1994,PG-13,"['Сёнэн ', ' Комедия ', ' Приключения ', ' Экшен ', ' Боевые искусства']",Манга,['Pierrot'],['Абэ Нориюки'],['Unknown'],7.0,6,3,https://old.yummyani.me/catalog/item/ninku-spetsvipusk
Разрушитель душ,"['Shi Ling Yanwu ', ' Soul Buster ', ' Руйнівник душ ', ' 侍霊演武[ソウルバスター]']",9813,вышел,Сериал,2016,PG-13,"['Экшен ', ' Самураи']",Манга,['Pierrot'],['Сидзуно Кобун'],"['AniDUB ', ' AniLibria']",5.74,19,5,https://old.yummyani.me/catalog/item/razrushitel-dush
Множество границ Фэншэнь,"['Lord of Planet ', ' Wan Yu Feng Shen ', ' Безліч кордонів Феншень ', ' 万域封神']",4789,вышел,ONA,2021,PG-13,"['Фэнтези ', ' Экшен']",Неизвестно,['Soyep'],['Unknown'],"['AniMy ', ' Любительский двухголосый ', ' ПВА ШОУ ', ' AniMy / RuChiMe']",5.59,17,7,https://old.yummyani.me/catalog/item/beskraynie-vladeniya-boga
Энциклопедия жалких созданий 3,"['Encyclopedia of Pitiful Creatures (2021) ', ' Zannen na Ikimono Jiten (2021) ', ' Енциклопедія жалюгідних створінь 3 ', ' ざんねんないきもの事典 (2021)']",5617,вышел,Малометражный сериал,2021,PG,['Комедия'],Книга,['Unknown'],['Unknown'],['Studio Band'],6.0,7,3,https://old.yummyani.me/catalog/item/enciklopediya-zhalkih-sozdaniy-3
Один из отвергнутых: Изгой 3,"['Hitori No Shita - The Outcast ', ' Hitori no Shita: The Outcast 3rd Season ', ' The Outcast 3rd Season ', ' Under One Person 3rd Season ', ' Yi Ren Zhi Xia 3: Rushi Pian ', ' Yi Ren Zhi Xia 3rd Season ', ' Один з відкинутих: Ізгой 3 ', ' 一人之下3 入世篇']",5236,вышел,ONA,2020,R-17+,"['Мистика ', ' Экшен ', ' Суперспособности ', ' Не японское ', ' Сверхъестественное']",Маньхуа,['Big Firebird Culture'],['Вэй Тяньсин'],"['AniMaunt ', ' Berofu ', ' Takera ', ' Yuji ', ' СВ-Дубль ', ' AniStar']",7.23,128,32,https://old.yummyani.me/catalog/item/odin-iz-otvergnutyh-izgoy-3
Капризы Апельсиновой улицы — OVA,"['Kimagure Orange Road OVA ', ' Kimagure Orange☆Road OVA ', ' Kimagure orenji  rodo ', ' Капризы Апельсиновой улицы OVA ', ' Примхи Апельсинової вулиці — OVA ', ' きまぐれオレンジ☆ロード']",6227,вышел,OVA,1989,R-17+,"['Сёнэн ', ' Драма ', ' Комедия ', ' Романтика ', ' Фэнтези ', ' Повседневность ', ' Школьная жизнь']",Манга,['Studio Pierrot'],"['Мори Такэси ', ' Ёсинага Наоюки']","['Amazing Dubbing ', ' DVd']",5.94,16,5,https://old.yummyani.me/catalog/item/kaprizy-apelsinovoy-ulicy-ova
Ганбастер: Дотянись до неба,"['Gunbuster ', ' Top wo Nerae! Gunbuster ', ' Ганбастер: Досягни неба ', ' トップをねらえ！']",201,вышел,OVA,1988,R+,"['Сёнэн ', ' Драма ', ' Комедия ', ' Меха ', ' Приключения ', ' Фантастика ', ' Космос ', ' Экшен ', ' Военная тематика']",Манга,['Gainax'],['Анно Хидэаки'],"['Amber ', ' Евгения Лурье']",7.54,74,34,https://old.yummyani.me/catalog/item/ganbaster-dotyanis-do-neba
Мёртвые-мёртвые демоны,"['Dead Dead Demons Dededede Destruction ', ' Honobono Fuufu ', ' Мертві-мертві демони ', ' デッドデッドデーモンズデデデデデストラクション']",11127,вышел,Полнометражный фильм,2024,PG-13,"['Сэйнэн ', ' Драма ', ' Фантастика ', ' Школьная жизнь']",Манга,['Production +h.'],['Курокава Томоюки'],['Unknown'],7.44,55,36,https://old.yummyani.me/catalog/item/mertvie-mertvie-demoni
Внук Нурарихёна — Рекап,"['Nurarihyon no Mago Episode 12.5 and Episode 24.5 ', ' Nurarihyon no Mago Recaps ', ' Nurarihyon no Mago Specials ', ' Онук Нураріхьона: Рекапи ', ' ぬらりひょんの孫 総集編']",12732,вышел,Спешл,2010,PG-13,"['Сёнэн ', ' Демоны ', ' Экшен ', ' Сверхъестественное']",Манга,['Studio Deen'],['Нисимура Дзюндзи'],['Unknown'],6.88,41,11,https://old.yummyani.me/catalog/item/vnuk-nurarihena-rekapi
Клин любви — OVA,"['Ai no Kusabi ', ' Love Wedge ', ' The Space Between ', ' Wedge of interval ', ' Wedge of Love ', ' Клин кохання — OVA ', ' Клин любви ', ' 間の楔']",8322,вышел,OVA,1992,R+,"['Сёнэн-ай ', ' Драма ', ' Романтика ', ' Фантастика']",Ранобэ,['AIC'],"['Акияма Кацухито ', ' Нисимори Акира ', ' Онда Наоюки']",['Unknown'],7.26,77,24,https://old.yummyani.me/catalog/item/klin-lyubvi-ova-1
Детектив Конан: Чудо Экскалибура — OVA 12,"['Detective Conan OVA 12: The Miracle of Excalibur ', ' Detective Conan: The Miracle of Excalibur ', ' Meitantei Conan OVA 12: Excalibur no Kiseki ', ' Meitantei Conan: The Miracle of Excalibur ', ' Детектив Конан OVA 12: Чудо Экскалибура ', ' 名探偵コナン\u3000えくすかりばあの奇跡']",8252,вышел,OVA,2012,PG-13,"['Сёнэн ', ' Детектив ', ' Комедия ', ' Фэнтези ', ' Полицейские ', ' Спорт']",Манга,['TMS Entertainment'],['Каманака Нобухару'],['Persona99'],6.65,20,5,https://old.yummyani.me/catalog/item/detektiv-konan-ova-12
Лилии на ветру: Летние каникулы!,"['Yuru Yuri Nachuyachumi! ', ' Yuru Yuri OVA ', ' Yuru Yuri Summer Vacation! ', ' YuruYuri Nachuyachumi! ', ' Лилии на ветру: Летние каникулы ', ' Лілії на вітрі: Літні канікули! ', ' ゆるゆり なちゅやちゅみ！']",5141,вышел,OVA,2014,PG-13,"['Сёдзё-ай ', ' Комедия']",Манга,['TYO Animations'],['Хата Хироюки'],"['CACTUS team ', ' SHIZA Project']",7.52,69,12,https://old.yummyani.me/catalog/item/lilii-na-vetru-letnie-kanikuly
Гермес: Ветры любви,"['Happy Science Movie 1 ', ' Hermes: Ai wa Kaze no Gotoku ', ' Hermes: Winds of Love ', ' Гермес: Вітри любові ', ' ヘルメス 愛は風の如く']",6028,вышел,Полнометражный фильм,1997,PG-13,"['Драма ', ' Фэнтези']",книга,['Animation Staff Room'],['Имадзава Тэцуо'],['Люб. Многоголосый'],5.62,8,3,https://old.yummyani.me/catalog/item/germes-vetry-lyubvi
Лунная школа магии: Тайна синего дракона,"['Magic School Lunar: Secret of the Blue Dragon ', ' Mahou Gakuen Lunar! Aoi Ryuu no Himitsu ', ' Місячна школа магії: Таємниця синього дракона ', ' 魔法学園ルナ!\u3000青い竜の秘密']",8336,вышел,Короткометражный фильм,1997,G,"['Комедия ', ' Фэнтези']",видеоигра,['J.C.Staff'],['Дайти Акитаро'],['Persona99'],6.0,15,3,https://old.yummyani.me/catalog/item/lunnaya-shkola-magii-tayna-sinego-drakona
Токио Мяу Мяу 2,"['Tokyo Mew Mew New ', ' Tokyo Mew Mew New ♡ ', ' Новое Токио Мяу Мяу ', ' Токийские кошечки ', ' Токіо Мяу Мяу 2 ', ' 東京ミュウミュウ にゅ～♡']",4658,вышел,Сериал,2022,PG-13,"['Сёдзё ', ' Комедия ', ' Романтика ', ' Фантастика ', ' Фэнтези']",Манга,"['Graphinica ', ' Yumeta Company']",['Натори Такахиро'],"['AniDUB ', ' AniStar ', ' Persona99 ', ' AhsataNikaer']",6.03,31,10,https://old.yummyani.me/catalog/item/tokio-myau-myau-2
Повелители измерений,"['Dimension Will ', ' Wei Jiang ', ' Володарі вимірів ', ' 维将']",10441,вышел,ONA,2023,PG-13,"['Фэнтези ', ' Экшен']",Неизвестно,['Unknown'],['Unknown'],"['AniStar ', ' Любительский двухголосый ', ' ПВА ШОУ']",6.6,5,3,https://old.yummyani.me/catalog/item/poveliteli-izmereniy
